ts,packet_id,scheduled_ms,actual_ms,transmission_ms,queued_ms,jitter_ms,propagation_ms,lost
2025-08-14T12:57:40.965807,ENC_PKT_0,324.5181188465492,324.6018886566162,0.07756644719381628,64.43798166259681,10.002570736758598,250.0,False
2025-08-14T12:57:41.291066,ENC_PKT_0,324.5181188465492,325.2592086791992,0.07756644719381628,64.43798166259681,10.002570736758598,250.0,False
2025-08-14T12:57:41.291681,ENC_PKT_1,325.0921197968688,325.87385177612305,0.07293365991565894,68.09251252590809,6.926673611045041,250.0,False
2025-08-14T12:57:41.617362,ENC_PKT_1,325.0921197968688,325.3653049468994,0.07293365991565894,68.09251252590809,6.926673611045041,250.0,False
2025-08-14T12:57:41.699325,ENC_PKT_2,407.30670012076416,407.64355659484863,0.07164279291791872,144.49319570818574,12.741861619660543,250.0,False
2025-08-14T12:57:42.040479,ENC_PKT_3,340.0598767134552,341.1545753479004,0.07017529685058649,87.9017943006559,2.087907115948715,250.0,False
2025-08-14T12:57:42.107289,ENC_PKT_2,407.30670012076416,407.96422958374023,0.07164279291791872,144.49319570818574,12.741861619660543,250.0,False
2025-08-14T12:57:42.373904,ENC_PKT_4,333.2578459296547,333.42480659484863,0.07177714095241094,64.94705313964774,18.23901564905455,250.0,False
2025-08-14T12:57:42.373904,ENC_PKT_5,0.0,0.0,0.0,0.0,0.0,0.0,True
2025-08-14T12:57:42.447870,ENC_PKT_3,340.0598767134552,340.58141708374023,0.07017529685058649,87.9017943006559,2.087907115948715,250.0,False
2025-08-14T12:57:42.754196,ENC_PKT_6,379.319505785419,380.2921772003174,0.06717635785725637,116.89292335945338,12.359406068108363,250.0,False
2025-08-14T12:57:42.781633,ENC_PKT_4,333.2578459296547,333.76336097717285,0.07177714095241094,64.94705313964774,18.23901564905455,250.0,False
2025-08-14T12:57:43.140736,ENC_PKT_0,386.19149191547217,386.54017448425293,0.06849113204220228,126.82935409858594,9.29364668484405,250.0,False
2025-08-14T12:57:43.161635,ENC_PKT_6,379.319505785419,380.0017833709717,0.06717635785725637,116.89292335945338,12.359406068108363,250.0,False
2025-08-14T12:57:43.536103,ENC_PKT_7,394.1880727891638,395.30420303344727,0.06487596127871732,137.47960430731072,6.643592520574341,250.0,False
2025-08-14T12:57:43.548012,ENC_PKT_0,386.19149191547217,386.37685775756836,0.06849113204220228,126.82935409858594,9.29364668484405,250.0,False
2025-08-14T12:57:43.919502,ENC_PKT_8,382.9904511638633,383.2979202270508,0.061536098611400164,124.18055558210136,8.748359483150551,250.0,False
2025-08-14T12:57:43.919502,ENC_PKT_9,0.0,0.0,0.0,0.0,0.0,0.0,True
2025-08-14T12:57:43.942428,ENC_PKT_7,394.1880727891638,394.41585540771484,0.06487596127871732,137.47960430731072,6.643592520574341,250.0,False
2025-08-14T12:57:44.299461,ENC_PKT_1,378.82046437572285,379.9586296081543,0.06527757102793297,118.5769558498,10.178230954894895,250.0,False
2025-08-14T12:57:44.326562,ENC_PKT_8,382.9904511638633,384.13429260253906,0.061536098611400164,124.18055558210136,8.748359483150551,250.0,False
2025-08-14T12:57:44.679737,ENC_PKT_10,379.6080651317131,380.2759647369385,0.08177084129051954,116.03469384577538,13.491600444647199,250.0,False
2025-08-14T12:57:44.705607,ENC_PKT_1,378.82046437572285,378.93223762512207,0.06527757102793297,118.5769558498,10.178230954894895,250.0,False
2025-08-14T12:57:45.070799,ENC_PKT_11,390.88216921001924,391.06273651123047,0.06454842684916967,131.1913470685077,9.626273714662403,250.0,False
2025-08-14T12:57:45.085381,ENC_PKT_10,379.6080651317131,379.702091217041,0.08177084129051954,116.03469384577538,13.491600444647199,250.0,False
2025-08-14T12:57:45.427817,ENC_PKT_12,356.8225757867185,357.01823234558105,0.09717656231424747,97.8035394509362,8.921859773468087,250.0,False
2025-08-14T12:57:45.476604,ENC_PKT_11,390.88216921001924,391.2231922149658,0.06454842684916967,131.1913470685077,9.626273714662403,250.0,False
2025-08-14T12:57:45.745481,ENC_PKT_13,317.16525643579826,317.66366958618164,0.07429280342716005,59.02104917744225,8.069914454928874,250.0,False
2025-08-14T12:57:45.833750,ENC_PKT_12,356.8225757867185,357.1462631225586,0.09717656231424747,97.8035394509362,8.921859773468087,250.0,False
2025-08-14T12:57:46.070402,ENC_PKT_14,324.73044787104544,324.9204158782959,0.09214526891043866,65.21213990648528,9.426162695649703,250.0,False
2025-08-14T12:57:46.151454,ENC_PKT_13,317.16525643579826,317.7042007446289,0.07429280342716005,59.02104917744225,8.069914454928874,250.0,False
2025-08-14T12:57:46.151454,DEC_PKT_0,0.0,0.0,0.0,0.0,0.0,0.0,True
2025-08-14T12:57:46.440926,ENC_PKT_2,370.3746076917185,370.52440643310547,0.08228156033739449,112.58897071400342,7.703355417377699,250.0,False
2025-08-14T12:57:46.476919,DEC_PKT_1,324.72123334415437,325.46520233154297,0.0829307420193948,65.21213990648528,9.426162695649703,250.0,False
2025-08-14T12:57:46.799081,ENC_PKT_15,357.76135741266273,358.1547737121582,0.08745468856648075,97.21298562801668,10.460917096079545,250.0,False
2025-08-14T12:57:46.847714,DEC_PKT_2,370.3746076917185,370.79429626464844,0.08228156033739449,112.58897071400342,7.703355417377699,250.0,False
2025-08-14T12:57:47.165881,ENC_PKT_16,366.56054627863693,366.79983139038086,0.0764737199916976,103.10677404128943,13.377298517355825,250.0,False
2025-08-14T12:57:47.205835,ENC_PKT_14,357.76135741266273,358.1216335296631,0.08745468856648075,97.21298562801668,10.460917096079545,250.0,False
2025-08-14T12:57:47.483055,ENC_PKT_17,316.7509515418048,316.9543743133545,0.0857995533560539,54.617028746611695,12.048123241837054,250.0,False
2025-08-14T12:57:47.573171,DEC_PKT_3,366.5528989066378,367.33531951904297,0.06882634799252783,103.10677404128943,13.377298517355825,250.0,False
2025-08-14T12:57:47.834165,ENC_PKT_18,349.8881256159407,351.10950469970703,0.07106696614134027,83.96341816901057,15.85364048078879,250.0,False
2025-08-14T12:57:47.890347,DEC_PKT_4,316.7423715864692,317.17658042907715,0.0772195980204485,54.617028746611695,12.048123241837054,250.0,False
2025-08-14T12:57:48.164068,ENC_PKT_3,328.99847390883923,329.90384101867676,0.06971528570910876,66.79826548978673,12.13049313334341,250.0,False
2025-08-14T12:57:48.240540,DEC_PKT_5,349.88101891932655,350.1925468444824,0.06396026952720624,83.96341816901057,15.85364048078879,250.0,False
2025-08-14T12:57:48.537377,ENC_PKT_19,372.78464585372353,373.3086585998535,0.0865086860836498,111.89009869443237,10.808038473207548,250.0,False
2025-08-14T12:57:48.569743,ENC_PKT_2,328.99847390883923,329.20312881469727,0.06971528570910876,66.79826548978673,12.13049313334341,250.0,False
2025-08-14T12:57:48.918962,ENC_PKT_4,380.34363790216236,381.58464431762695,0.07981217177316567,118.49020807373894,11.77361765665023,250.0,False
2025-08-14T12:57:48.943568,DEC_PKT_6,372.7759949851152,373.8248348236084,0.07785781747528481,111.89009869443237,10.808038473207548,250.0,False
